26.000	21.690
13.000	22.396
4.500	2.814
2.600	1.310
0.258	0.129
0.285	0.057
0.109	0.043
0.021	0.087
0.175	0.350
0.368	0.123
0.350	0.700
1.191	0.320
2.698	0.882
0.900	0.278
0.768	0.256
0.731	0.244
0.640	0.213
0.560	0.187
0.090	0.045
0.226	0.102
0.077	0.039
3.89	0.49
4.21	0.60
0.68	0.23
8.87	1.31
0.34	0.34
